comment,toxic,comment_clean
"am I right that the idea is to turn it into
logger -t ""${script_name}[${pid}]"" ""$@""",0,am i right that the idea is to turn it into logger t scriptnamepid
"this should trigger a cpplint warning, no?

the expected header guard should be
SHILL_MOBILE_OPERATOR_INFO_CONTEXT_H_",0,this should trigger a cpplint warning no the expected header guard should be shillmobileoperatorinfocontexth
"this should be:

 ""$@"" || die",0,this should be die
"I just realized I forgot to delete the BackgroundFetchedEvent files.
 
 Ignore this for now, I will delete them in a separate CL.",0,i just realized i forgot to delete the backgroundfetchedevent files ignore this for now i will delete them in a separate cl
nit: it is still not obvious from the doc that GerritChange entity is a child of GerritProject entity,0,nit it is still not obvious from the doc that gerritchange entity is a child of gerritproject entity
I think we were missing a destructor to delete the weak global for the method.,0,i think we were missing a destructor to delete the weak global for the method
"!Map
!chromeos.machineLearning.mojom.GraphExecutorProxy",0,map chromeosmachinelearningmojomgraphexecutorproxy
"Instead of if/else, how about this:
 
 if self.ca_file:
  kwargs = {'cert_reqs': ssl.CERT_REQUIRED, 'ca_certs': self.ca_file}
 else:
  kwargs = {'cert_reqs': ssl.CERT_NONE}
 
 self.sock = ssl.wrap_socket(sock, self.key_file, self.cert_file, **kwargs)",0,instead of ifelse how about this if selfcafile kwargs certreqs sslcertrequired cacerts selfcafile else kwargs certreqs sslcertnone selfsock sslwrapsocketsock selfkeyfile selfcertfile kwargs
"This name threw me off. Is this infobar for Android only? Doesn't seem so.

p.s. It's sadly funny how many naming schemes people have come up with: FOO_INFOBAR_DELEGATE_ANDROID. FOO_ANDROID, FOO_INFOBAR_ANDROID...",0,this name threw me off is this infobar for android only does not seem so ps it is sadly funny how many naming schemes people have come up with fooinfobardelegateandroid fooandroid fooinfobarandroid
"i am thinking about the remote case.  in my head, a pid is a pid.  since i'm telling it to do things remotely, of course the pid is going to refer to the remote pid.

the `cros debug` tool already in chromite uses --pid.",0,i am thinking about the remote case in my head a pid is a pid since i am telling it to do things remotely of course the pid is going to refer to the remote pid the cros debug tool already in chromite uses pid
"Hi Accela,
 
 'in-use' path is covered in below 'test_copy_volume_to_image_status_use' test case.",0,hi accela inuse path is covered in below testcopyvolumetoimagestatususe test case
you should similarly die if VERTICA_SOURCE and VERTICA_PACKAGE_FILE are not set,1,you should similarly die if verticasource and verticapackagefile are not set
maybe StreamingRingBuffer? We can use this for stuff other than client data.,0,maybe streamingringbuffer we can use this for stuff other than client data
you can just do start_ == surface_id,0,you can just do start surfaceid
"Argh, I'm an idiot. The 'and' should have stayed a nested if.",0,argh i am an idiot the and should have stayed a nested if
! is_service_default($ovn_l3_mode),0,isservicedefaultovnl3mode
Use 'dummy_index' or '_' instead of 'j' and pylint.,0,use dummyindex or instead of j and pylint
"Yes, this forces jemalloc to always purge whenever a page is ready to be purged.

I guess my comment wasn't clear enough, the ""Force always purge one"".",0,yes this forces jemalloc to always purge whenever a page is ready to be purged i guess my comment was not clear enough the force always purge one
"it's a bug that it doesn't error out when the generation fails though

this line should be:

 $(QUIET)$(SRC)/gen_syscalls.sh $@",0,it is a bug that it does not error out when the generation fails though this line should be quietsrcgensyscallssh
ha_network may get a None value because of the race.,0,hanetwork may get a none value because of the race
This creates the $service_tenant_domain but not the $admin_user_domain or $admin_tenant_domain?,0,this creates the servicetenantdomain but not the adminuserdomain or admintenantdomain
"This class represents a single pair, so it should be called MarkerPair.",0,this class represents a single pair so it should be called markerpair
